input,output
"['locationArea | aan_zee', 'locationArea | op_het_IJsselmeer', 'windAmount | (vrij)_krachtige', 'windAmount | matige', 'windDirection | noordwestenwind']","Er staat een matige, aan zee en op het IJsselmeer (vrij) krachtige noordwestenwind."
"['cloudAmount | bewolking', 'timePoint | Vandaag', 'weatherType | zon']","Vandaag overheerst de bewolking, maar laat de zon zich soms ook zien."
"['locationArea | Verspreid_over_het_land', 'weatherFrequency | enkele', 'weatherIntensity | lichte', 'weatherType | buien']",Verspreid over het land komen enkele lichte buien voor.
"['temperatureCelsius | 6°C', 'timePoint | middagtemperatuur']",De middagtemperatuur ligt rond 6°C.
"['locationArea | Landinwaarts', 'locationArea | in_de_kustgebieden', 'windAmount | matige']","Landinwaarts staat een zwakke tot matige noordwestelijke wind, in de kustgebieden staat een matige wind uit het noorden."
"['cloudAmount | bewolking', 'timePoint | In_de_nacht_naar_vrijdag', 'timePoint | vrijdag_overdag']",In de nacht naar vrijdag en vrijdag overdag blijft de bewolking de boventoon voeren.
"['locationArea | op_de_meeste_plaatsen', 'timePoint | in_de_nacht', 'weatherArea | lokaal', 'weatherIntensity | beetje', 'weatherType | droog']","Het blijft op de meeste plaatsen droog, maar er kan vooral in de nacht nog lokaal een beetje regen vallen."
"['locationArea | In_Zuid-Limburg', 'weatherOccurringChance | niet_geheel_uitgesloten', 'weatherType | mist']",In Zuid-Limburg is mist niet geheel uitgesloten.
"['locationArea | dieper_landinwaarts', 'minimumTemperature | 3°C', 'weatherArea | lokaal', 'weatherChange | afkoelen', 'weatherType | opklaring']","De minimumtemperatuur ligt omstreeks 3°C, dieper landinwaarts kan het in een opklaring lokaal naar het vriespunt afkoelen."
"['temperatureCelsius | 7', 'timePoint | Vrijdag_overdag']",Vrijdag overdag wordt het een graad of 7.
"['windAmount | zwak_tot_matig', 'windChange | west-_tot_noordwestenwind']",De west- tot noordwestenwind is eerst zwak tot matig.
"['locationArea | boven_land', 'weatherFrequency | af_en_toe', 'windAmount | krachtig', 'windChange | toe', 'windSpeedBft | 6']","Overdag neemt de wind boven land toe naar matig, aan de kust naar vrij krachtig, in het Waddengebied af en toe krachtig, 6 Bft."
"['cloudAmount | enkele_wolkenvelden', 'locationArea | in_het_noorden', 'weatherIntensity | brede', 'weatherType | opklaringen']","Er zijn brede opklaringen, maar vooral in het noorden ook enkele wolkenvelden."
"['cloudType | sluierbewolking', 'compassDirection | noordwesten']",Van het noordwesten uit trekt er bovendien sluierbewolking over.
"['locationArea | Verspreid_over_het_land', 'weatherArea | lokaal', 'weatherType | mistbanken']","Verspreid over het land komen er mistbanken voor, die eerst lokaal verkeersbelemmerend kunnen zijn."
['minimumTemperature | 0°C'],De minima lopen uiteen van 0°C in het oosten tot 7°C aan zee.
"['windAmount | zwakke', 'windDirection | uiteenlopende']",Er staat een zwakke wind uit uiteenlopende richtingen.
"['locationArea | In_het_Waddengebied', 'windAmount | matige', 'windDirection | westelijke']",In het Waddengebied staat een matige wind uit westelijke richtingen.
"['cloudAmount | wolkenvelden', 'locationArea | in_de_noordelijke_helft', 'timePoint | Overdag', 'weatherChange | lossen', 'weatherType | mistbanken']",Overdag lossen de mistbanken vrij snel op en komen er in de noordelijke helft wolkenvelden voor.
['weatherType | Regen'],Regen wordt daar niet of nauwelijks uit verwacht.
"['cloudType | sluierbewolking', 'locationArea | In_de_rest_van_het_land', 'weatherFrequency | van_tijd_tot_tijd', 'weatherType | zon']","In de rest van het land is er meer zon, al trekt er van tijd tot tijd ook sluierbewolking over."
"['temperatureCelsius | 15°C', 'timePoint | vanmiddag']",Het wordt vanmiddag ongeveer 15°C.
"['locationArea | aan_zee', 'windAmount | zwakke', 'windDirection | westenwind']","Er staat een zwakke, aan zee matige westenwind."
"['locationArea | In_het_zuiden', 'windDirection | veranderlijke']",In het zuiden komt de wind uit veranderlijke richtingen.
"['locationArea | in_het_zuiden', 'timePoint | Komende_nacht', 'weatherIntensity | brede']","Komende nacht zijn er vooral in het zuiden brede opklaringen, met kans op vorming van enkele mistbanken."
"['cloudAmount | wolkenvelden', 'locationArea | Elders']",Elders blijven er wolkenvelden aanwezig.
['minimumTemperature | 2°C'],De minima lopen uiteen van 2°C in het zuiden tot 12°C op de Wadden.
"['windAmount | zwakke', 'windDirection | zuidwestenwind']","Er staat een zwakke, aan zee en op het IJsselmeer matige zuidwestenwind."
"['cloudAmount | wolkenvelden', 'locationArea | in_het_noorden', 'timePoint | Zondag_overdag', 'weatherOccurringChance | waarschijnlijk', 'weatherType | zon']","Zondag overdag zijn er vooral in het noorden en midden wolkenvelden, in het zuiden is er waarschijnlijk ook ruimte voor de zon."
"['cloudAmount | bewolking', 'cloudChange | dikker', 'locationArea | in_het_noordwesten', 'timePoint | In_de_loop_van_de_avond', 'weatherIntensity | lichte', 'weatherType | regen']",In de loop van de avond wordt de bewolking in het noordwesten dikker en kan daar lichte regen gaan vallen.
['temperatureCelsius | 16°C'],Het wordt ongeveer 16°C.
"['windAmount | zwak', 'windDirection | zuidwestenwind']","De zuidwestenwind is zwak, in het noorden en noordwesten matig."
"['locationArea | In_het_zuidoosten', 'windAmount | zwak']",In het zuidoosten is de wind zwak en variabel.
"['locationArea | op_de_meeste_plaatsen', 'timePoint | Vannacht', 'weatherFrequency | langdurig', 'weatherType | regent']",Vannacht regent het op de meeste plaatsen langdurig.
"['locationArea | in_het_noorden', 'weatherType | regen']",De meeste regen wordt in het noorden en midden verwacht.
['minimumTemperature | 12°C'],De minima liggen tussen 12°C in het noordoosten en 14°C in het zuidwesten.
"['windAmount | matig', 'windDirection | zuidelijk']",De wind is zuidelijk en matig.
"['locationArea | Aan_de_westkust', 'windAmount | krachtig_tot_hard', 'windChange | toe', 'windSpeedBft | 6-7']","Aan de westkust neemt de wind toe naar krachtig tot hard, 6-7 Bft."
"['locationArea | In_het_Waddengebied', 'windAmount | zwak_tot_matig', 'windChange | oost_tot_zuidoost']",In het Waddengebied draait de wind naar oost tot zuidoost en is zwak tot matig.
"['compassDirection | oostwaarts', 'timePoint | In_de_ochtend', 'weatherIntensity | aantal', 'weatherType | regengebied']","In de ochtend trekt het regengebied oostwaarts, maar er volgt al snel een aantal buien."
"['compassDirection | westen', 'timePoint | In_de_middag', 'weatherIntensity | enkele', 'weatherOccurringChance | mogelijk', 'weatherType | klaart']","In de middag klaart het van het westen uit op, maar een enkele bui blijft mogelijk."
"['locationArea | in_het_zuiden_van_het_land', 'timePoint | Vanaf_de_tweede_helft_van_de_middag', 'weatherChange | fors_toe', 'weatherType | buienkans']",Vanaf de tweede helft van de middag neemt de buienkans vooral in het zuiden van het land weer fors toe.
['weatherType | buien'],Deze buien kunnen gepaard gaan met onweer en hagel.
['maximumTemperature | 15°C'],De maximumtemperatuur loopt uiteen van 15°C in het uiterste noorden tot 19°C in het zuiden.
"['locationArea | aan_de_kust', 'windAmount | matig', 'windDirection | zuidwestelijk']","De wind is zuidwestelijk, matig en aan de kust eerst nog krachtig."
"['timePoint | In_de_middag', 'timePoint | in_de_avond', 'windChange | via_west_naar_noord_tot_noordoost', 'windDirection | noord_tot_noordoost']","In de middag draait de wind op de Wadden via west naar noord tot noordoost, in de avond wordt de wind ook elders noord tot noordoost."
"['locationArea | in_het_zuidoosten', 'timePoint | In_de_nacht_naar_woensdag', 'weatherFrequency | af_en_toe', 'weatherType | regent']",In de nacht naar woensdag regent het in het zuidoosten nog af en toe.
"['locationArea | Elders', 'locationArea | in_het_Waddengebied', 'weatherIntensity | enkele']","Elders is het droog met opklaringen, in het Waddengebied komen er later enkele buien."
['minimumTemperature | 10_°C'],De minima liggen tussen 10 °C in het zuiden en 6°C in het noordoosten.
"['locationArea | aan_de_kust', 'windAmount | zwak_tot_matig', 'windDirection | noord_tot_noordoost']","De wind komt uit noord tot noordoost en is zwak tot matig, aan de kust (vrij) krachtig."
"['timePoint | Woensdag_overdag', 'weatherType | zonnige']",Woensdag overdag zijn er zonnige perioden afgewisseld door een enkele bui.
"['locationArea | in_het_noorden', 'timePoint | Aan_het_einde_van_de_middag', 'weatherChange | meer', 'weatherType | buien']",Aan het einde van de middag komen er in het noorden meer buien.
"['temperatureCelsius | 15°C', 'timePoint | middagtemperatuur']",De middagtemperatuur ligt rond 15°C.
"['locationArea | aan_de_kust', 'timePoint | later', 'weatherFrequency | af_en_toe', 'windAmount | krachtig', 'windAmount | matig_tot_vrij_krachtig', 'windDirection | noordwest']","De wind is noordwest, matig tot vrij krachtig en aan de kust krachtig, later af en toe hard."
"['weatherFrequency | perioden', 'weatherType | zon']",Er zijn perioden met zon.
"['locationArea | In_het_westen', 'locationArea | zuiden', 'weatherIntensity | enkele', 'weatherType | buien']","In het westen en zuiden zijn er enkele buien, vooral in het zuiden van het land komt bij de buien onweer voor."
"['compassDirection | noorden', 'gustAmount | windstoten', 'gustVelocity | 60', 'precipitationAmount | veel', 'timePoint | in_korte_tijd', 'weatherArea | zeer_lokaal', 'weatherOccurringChance | kans', 'weatherType | buien', 'weatherType | kleine_hagel']","De buien trekken langzaam naar het noorden toe en gaan zeer lokaal gepaard met veel neerslag in korte tijd, ook is er kans op kleine hagel en op windstoten tot maximaal 60 km/uur."
"['temperatureCelsius | 18°C', 'timePoint | middagtemperatuur', 'weatherArea | lokaal']",De middagtemperatuur loopt uiteen van 18°C in het noordelijk kustgebied lokaal 25°C in het oosten.
"['weatherFrequency | af_en_toe', 'windAmount | krachtig', 'windAmount | matig', 'windDirection | noordoosten', 'windSpeedBft | 6']","De wind komt uit het noordoosten en is matig, aan zee en op het IJsselmeer vrij krachtig, in het noordelijk kustgebied af en toe krachtig, 6 Bft."
"['locationArea | in_het_zuiden', 'timePoint | In_de_loop_van_de_middag', 'windChange | zuidwest']",In de loop van de middag draait de wind in het zuiden naar zuidwest.
"['locationArea | noorden', 'timePoint | Komende_nacht', 'weatherIntensity | enkele', 'weatherType | regen-']",Komende nacht heeft het noorden eerst nog te maken met enkele regen- en onweersbuien.
"['locationArea | Elders', 'weatherArea | plaatselijk', 'weatherFrequency | overwegend', 'weatherType | droog']","Elders is het overwegend droog, komen opklaringen voor en kan plaatselijk een mistbank ontstaan."
['minimumTemperature | 11°C'],De minimumtemperatuur loopt uiteen van 11°C in het zuiden tot 15°C in het noordoosten.
"['weatherOccurringChance | mogelijk', 'windAmount | krachtig', 'windAmount | zwak_tot_matig', 'windSpeedBft | 6']","De wind is zwak tot matig, in het noordelijk kustgebied en op het IJsselmeer vrij krachtig, eerst mogelijk krachtig, 6 Bft."
"['locationArea | In_het_noorden', 'locationArea | elders']","In het noorden komt de wind vanuit noordoostelijke richtingen, elders is de wind zuidwest."
"['cloudAmount | tamelijk_veel_bewolking', 'timePoint | Morgen_overdag']",Morgen overdag is er tamelijk veel bewolking.
"['locationArea | op_de_meeste_plaatsen', 'timePoint | in_de_middag', 'timePoint | ochtend', 'weatherChange | toe', 'weatherOccurringChance | kans']","De ochtend verloopt op de meeste plaatsen droog, in de middag neemt de kans op een bui weer toe."
"['temperatureCelsius | 17°C', 'timePoint | middagtemperatuur', 'weatherArea | plaatselijk']",De middagtemperatuur ligt tussen 17°C in het zuidwesten en plaatselijk 21°C in het (noord)oosten.
"['locationArea | in_het_noorden', 'windAmount | zwakke_tot_matige', 'windDirection | tussen_west_en_zuid']","De zwakke tot matige wind  komt uit richtingen tussen west en zuid, in het noorden is de wind noordelijk."
"['timePoint | Vanavond', 'weatherType | opklaringen']",Vanavond zijn er opklaringen en blijft het droog.
"['cloudAmount | bewolking', 'cloudChange | toe', 'compassDirection | noordoostwaarts', 'timePoint | Vannacht', 'weatherFrequency | af_en_toe', 'weatherIntensity | lichte', 'weatherType | regen']",Vannacht neemt de bewolking toe en trekt een zone met af en toe lichte regen noordoostwaarts over het land.
"['minimumTemperature | 3°C', 'weatherArea | plaatselijk']",De minimumtemperatuur loopt uiteen van 3°C plaatselijk in het noordoosten tot 7°C in het zuidwesten.
"['locationArea | langs_de_kust', 'windAmount | matig', 'windChange | zuid_tot_zuidoost']","De wind draait naar zuid tot zuidoost en is matig, langs de kust vrij krachtig."
"['cloudAmount | bewolking', 'locationArea | in_het_westen,_midden_en_noorden', 'timePoint | Morgen_overdag', 'weatherFrequency | van_tijd_tot_tijd', 'weatherType | regent']","Morgen overdag overheerst de bewolking en regent het vooral in het westen, midden en noorden van tijd tot tijd."
"['locationArea | In_het_zuidoosten', 'weatherFrequency | even', 'weatherOccurringChance | misschien', 'weatherType | zon']",In het zuidoosten is de zon misschien ook even te zien.
"['locationArea | boven_land', 'windAmount | matig_tot_vrij_krachtig', 'windChange | toe', 'windDirection | zuidelijk']",De wind is zuidelijk en neemt boven land toe naar matig tot vrij krachtig.
"['locationArea | Langs_de_kust', 'locationArea | boven_het_IJsselmeer', 'windAmount | (vrij)_krachtige']",Langs de kust en boven het IJsselmeer staat een (vrij) krachtige wind.
['maximumTemperature | 10°C'],De maximumtemperatuur varieert van 10°C in het noordwesten tot 15°C in Zuid-Limburg.
"['cloudAmount | bewolkt', 'compassDirection | westen', 'timePoint | vanavond', 'weatherFrequency | perioden', 'weatherType | regen']",Het is bewolkt en vanavond zijn er van het westen uit perioden met regen.
"['windAmount | krachtig', 'windAmount | vrij_krachtig', 'windDirection | zuid-_tot_zuidwestenwind']","De zuid- tot zuidwestenwind is vrij krachtig, in de kustprovincies krachtig en langs de kust en boven het IJsselmeer hard, 7 Bft, in het noordelijk kustgebied stormachtig, 8 Bft."
"['locationArea | zuidoosten', 'timePoint | Vannacht', 'weatherType | regen']",Vannacht verlaat het gebied met regen het zuidoosten.
"['weatherOccurringChance | kans', 'weatherType | opklaringen']",Er volgen opklaringen en er is kans op een bui.
['minimumTemperature | 7°C'],De minimumtemperatuur wordt ongeveer 7°C.
"['windAmount | vrij_krachtig', 'windDirection | zuidwestenwind']","De zuidwestenwind is vrij krachtig, aan zee en boven het IJsselmeer hard."
"['locationArea | in_de_zuidoostelijke_helft', 'timePoint | Zaterdag_overdag', 'weatherFrequency | af_en_toe', 'weatherOccurringChance | kans', 'weatherType | zon']","Zaterdag overdag is er af en toe zon maar er is ook kans op een bui, vooral in de zuidoostelijke helft."
"['temperatureCelsius | 9', 'timePoint | middagtemperatuur']",De middagtemperatuur wordt een graad of 9.
"['locationArea | boven_land', 'windChange | toeneemt', 'windDirection | zuidwestenwind', 'windSpeedBft | 8']","Het wordt onstuimig met een zuidwestenwind die boven land toeneemt naar krachtig tot hard, aan de kust en boven het IJsselmeer tot stormachtig, 8 Bft."
"['locationArea | In_het_Waddengebied', 'weatherFrequency | enige_tijd', 'windAmount | stormkracht', 'windSpeedBft | 9']","In het Waddengebied bereikt de wind mogelijk enige tijd stormkracht, 9 Bft."
"['gustAmount | zware_windstoten', 'gustVelocity | 80-90', 'locationArea | In_een_groot_deel_van_het_land,_het_zuidoosten_en_oosten_uitgezonderd']","In een groot deel van het land, het zuidoosten en oosten uitgezonderd, kunnen zware windstoten voorkomen van 80-90 km/uur."
"['cloudAmount | wolkenvelden', 'timePoint | Vandaag', 'weatherFrequency | perioden', 'weatherType | zonnige']","Vandaag zijn er zonnige perioden, maar ook wolkenvelden."
"['locationArea | vrijwel_overal', 'weatherType | droog']",Het is vrijwel overal droog.
"['locationArea | in_het_noordelijk_kustgebied', 'locationArea | in_het_zuidoosten', 'temperatureCelsius | 17°C', 'temperatureCelsius | 22°C', 'timePoint | middagtemperatuur', 'weatherArea | lokaal']",De middagtemperatuur ligt tussen 17°C in het noordelijk kustgebied en lokaal 22°C in het zuidoosten.
"['windAmount | zwak_tot_matig', 'windDirection | noordelijke']",De noordelijke wind is zwak tot matig.
"['cloudAmount | enkele_wolkenvelden', 'locationArea | in_het_noorden', 'timePoint | Komende_nacht', 'weatherType | klaart']","Komende nacht klaart het op, alleen in het noorden trekken ook enkele wolkenvelden over."
['weatherType | grondmist'],Hier en daar ontstaat wat grondmist.
"['minimumTemperature | 9°C', 'windAmount | zwak_tot_matig', 'windDirection | noordelijke']",De minimumtemperatuur ligt rond de 9°C en de noordelijke wind is zwak tot matig.
"['cloudType | (sluier)bewolking', 'timePoint | Morgen_overdag', 'weatherType | droog', 'weatherType | zon']",Morgen overdag is er naast zon ook (sluier)bewolking en blijft het droog.
"['locationArea | in_het_zuidoosten_van_het_land', 'locationArea | vlak_aan_zee', 'temperatureCelsius | 19°C', 'temperatureCelsius | 24°C', 'timePoint | middagtemperatuur']",De middagtemperatuur loopt uiteen van 19°C vlak aan zee tot 24°C in het zuidoosten van het land.
"['windAmount | zwak_tot_matig', 'windDirection | tussen_west_en_noord']",De wind waait uit richtingen tussen west en noord en is zwak tot matig.
"['cloudAmount | dunne', 'cloudType | sluierbewolking', 'locationArea | in_het_noorden', 'weatherType | zonnig']","Het is zonnig, vooral in het noorden drijft er soms wat dunne sluierbewolking over."
"['temperatureCelsius | 21°C', 'timePoint | middagtemperatuur', 'weatherType | droog']",Het blijft droog en de middagtemperatuur loopt uiteen van 21°C in het noordelijk kustgebied tot 26°C in het zuidoosten.
"['timePoint | in_de_loop_van_de_dag', 'windAmount | zwak_tot_matig', 'windChange | westen', 'windDirection | zuidoostelijke']",De zuidoostelijke wind is zwak tot matig en draait in de loop van de dag naar het westen.
"['cloudAmount | weinig_bewolking', 'minimumTemperature | 8°C', 'timePoint | Komende_nacht', 'weatherArea | lokaal']",Komende nacht is er weinig bewolking en ligt de minimumtemperatuur tussen 8°C lokaal landinwaarts en 15°C vlak aan zee.
"['locationArea | in_het_noordelijk_kustgebied', 'windAmount | weinig', 'windDirection | zuid_tot_zuidwest']","Er staat weinig wind, in het noordelijk kustgebied is de wind matig uit zuid tot zuidwest."
"['cloudAmount | wat', 'cloudType | sluierbewolking', 'timePoint | Morgen_overdag', 'weatherType | zonnig']",Morgen overdag is het zonnig met soms wat sluierbewolking.
"['temperatureCelsius | 22°C', 'timePoint | in_de_middag', 'weatherArea | plaatselijk', 'weatherType | droog']",Het blijft droog en de temperatuur varieert in de middag van 22°C in het noordelijk kustgebied tot 28°C plaatselijk in het zuidoosten van het land.
"['windAmount | zwak', 'windDirection | uiteenlopende']",De wind is overwegend zwak en komt uit uiteenlopende richtingen.
"['locationArea | In_het_oosten', 'timePoint | in_de_eerste_helft_van_de_ochtend', 'weatherArea | lokaal', 'weatherChange | oplossen', 'weatherType | mistbanken']",In het oosten begint de dag met lokaal mistbanken die in de eerste helft van de ochtend zullen oplossen.
"['cloudAmount | wat', 'locationArea | overal', 'weatherFrequency | perioden', 'weatherType | zonnige']",Daarna zijn er overal zonnige perioden met stapelwolken en soms wat sluierbewolking.
"['maximumTemperature | 21°C', 'weatherType | droog']",Het blijft droog en de maximumtemperatuur loopt uiteen van 21°C vlak aan zee tot 25°C in het zuidoosten van het land.
"['windAmount | zwak_tot_matig', 'windDirection | zuidwestelijke']",De zuidwestelijke wind is zwak tot matig.
"['cloudAmount | weinig_bewolking', 'temperatureCelsius | 10°C', 'temperatureChange | koelt_het_af', 'timePoint | Komende_nacht', 'weatherArea | lokaal']",Komende nacht is er weinig bewolking en koelt het af naar lokaal 10°C landinwaarts tot een graad of 15 langs de kust.
"['locationArea | langs_de_kust', 'windAmount | zwak', 'windChange | zuidoosten']","De wind draait naar het zuidoosten en is zwak, langs de kust matig."
"['temperatureHotCold | warmere', 'timePoint | Morgen_overdag', 'weatherFrequency | perioden', 'weatherType | zonnige']",Morgen overdag zijn er zonnige perioden en wordt er warmere lucht aangevoerd.
"['cloudAmount | bewolking', 'cloudChange | meer', 'locationArea | landinwaarts', 'timePoint | Pas_later_in_de_middag_en_avond', 'timePoint | in_de_avond', 'weatherArea | plaatselijk', 'weatherIntensity | enkele']","Pas later in de middag en avond komt er meer bewolking en in de avond komen er enkele buien voor, landinwaarts plaatselijk met onweer."
['maximumTemperature | 25°C'],De maximumtemperaturen komen uit tussen 25°C op de Wadden en 30°C in het zuidoosten en oosten.
"['windAmount | matig', 'windDirection | zuid-_tot_zuidwestelijke']",De zuid- tot zuidwestelijke wind is matig.
"['compassDirection | zuidwesten', 'timePoint | Aan_het_einde_van_de_middag_en_in_de_avond', 'weatherFrequency | tijdelijk', 'windChange | westelijke']",Aan het einde van de middag en in de avond draait de wind vanuit het zuidwesten naar een westelijke richting en neemt daarbij tijdelijk in kracht toe.
"['temperatureCelsius | 20', 'temperatureChange | koelt_het_af']",Daardoor koelt het af naar een graad of 20.
"['cloudAmount | bewolkt', 'compassDirection | oostwaartse', 'locationArea | in_het_westen', 'weatherChange | breiden_zich_langzaam', 'weatherType | opklaringen']","Het is bewolkt, maar opklaringen in het westen breiden zich langzaam in oostwaartse richting uit."
"['compassDirection | vanaf_zee', 'locationArea | op_de_meeste_plaatsen', 'weatherOccurringChance | kans', 'weatherType | bui', 'weatherType | droog', 'weatherType | langs_de_kust']","Het is op de meeste plaatsen droog, alleen langs de kust is er kans op een bui vanaf zee."
['timePoint | aan_het_begin_van_de_ochtend'],De minimumtemperatuur bedraagt aan het begin van de ochtend ca.
['minimumTemperature | 8°C'],8°C.
"['locationArea | boven_het_IJsselmeer', 'locationArea | langs_de_kust', 'windAmount | (vrij)_krachtig', 'windAmount | matig', 'windDirection | zuidenwind']","De zuidenwind is matig, langs de kust en boven het IJsselmeer (vrij) krachtig."
"['cloudType | stapelwolken', 'timePoint | Overdag', 'weatherType | zon']",Overdag is er een afwisseling van zon en stapelwolken.
"['locationArea | in_het_westen', 'locationArea | noordwesten', 'weatherIntensity | enkele', 'weatherType | bui']",Vooral in het westen en noordwesten kan een enkele bui voorkomen.
"['maximumTemperature | 11°C', 'temperatureHotCold | zacht']",Met maxima rond 11°C wordt het opnieuw zacht.
"['locationArea | aan_zee', 'windAmount | matig', 'windAmount | vrij_krachtig', 'windChange | af', 'windChange | zuidwest', 'windDirection | zuid']","De wind draait geleidelijk van zuid naar zuidwest en neemt af tot matig, aan zee vrij krachtig."
"['cloudAmount | wolkenvelden', 'locationArea | langs_de_kust', 'timePoint | In_de_nacht_naar_zaterdag', 'weatherIntensity | enkele', 'weatherOccurringChance | mogelijk', 'weatherType | bui', 'weatherType | opklaringen']",In de nacht naar zaterdag wisselen opklaringen en wolkenvelden elkaar af en langs de kust is nog steeds een enkele bui mogelijk.
"['locationArea | vlak_aan_zee', 'minimumTemperature | 5°C', 'minimumTemperature | enkele_graden_hoger']","De minimumtemperatuur ligt rond 5°C, vlak aan zee enkele graden hoger."
"['locationArea | langs_de_kust', 'locationArea | op_het_IJsselmeer', 'windAmount | matig', 'windAmount | vrij_krachtig', 'windDirection | zuid_tot_zuidwest']","De wind is zuid tot zuidwest en is matig, langs de kust en op het IJsselmeer vrij krachtig."
"['cloudChange | snel_toe', 'compassDirection | westen', 'locationArea | over_het_land', 'timePoint | Zaterdag_overdag', 'timePoint | vanaf_het_einde_van_de_ochtend', 'weatherChange | breidt', 'weatherType | regen']",Zaterdag overdag neemt de bewolking van het westen uit snel toe en vanaf het einde van de ochtend breidt een gebied met regen zich uit over het land.
"['temperatureCelsius | 10°C', 'temperatureCelsius | 8°C', 'temperatureChange | verder_op', 'timePoint | in_de_avond', 'timePoint | in_de_middag']","De temperaturen komen in de middag niet boven de 8°C uit, in de avond loopt de temperatuur verder op naar boven de 10°C."
"['locationArea | boven_het_IJsselmeer', 'locationArea | langs_de_kust', 'weatherOccurringChance | mogelijk', 'windAmount | hard', 'windAmount | krachtig', 'windAmount | matig_tot_vrij_krachtig', 'windChange | toe', 'windDirection | zuid']","De wind is zuid en neemt toe naar matig tot vrij krachtig, langs de kust en boven het IJsselmeer naar krachtig, mogelijk hard."
"['timePoint | In_de_avond', 'windChange | af', 'windChange | zuidwest']",In de avond draait de wind naar zuidwest en neemt iets in kracht af.
"['cloudAmount | bewolkt', 'locationArea | in_de_oostelijke_helft', 'weatherFrequency | af_en_toe', 'weatherType | motregen']",Het is bewolkt met vooral in de oostelijke helft af en toe motregen.
"['locationArea | noordwesten', 'timePoint | In_de_loop_van_de_ochtend', 'weatherType | regenzone']",In de loop van de ochtend bereikt een regenzone het noordwesten.
"['compassDirection | zuidoostwaarts', 'locationArea | zuidoosten', 'timePoint | in_de_loop_van_de_middag']",Deze zone trekt zuidoostwaarts en verlaat in de loop van de middag het zuidoosten.
"['locationArea | Daarachter', 'weatherIntensity | aantal', 'weatherType | klaart']",Daarachter klaart het soms op en volgen er een aantal buien.
['maximumTemperature | 8°C'],De maxima liggen rond 8°C.
"['locationArea | boven_land', 'windDirection | zuidwest_tot_west']","De wind komt uit zuidwest tot west en wordt boven land matig tot vrij krachtig, aan zee krachtig tot mogelijk hard."
"['timePoint | In_de_middag', 'windChange | west_tot_noordwest']",In de middag draait de wind naar west tot noordwest.
"['timePoint | Komende_nacht', 'weatherIntensity | enkele', 'weatherType | bui']",Komende nacht kan er eerst nog een enkele bui voorkomen.
"['cloudAmount | geheel_bewolkt', 'compassDirection | westen', 'timePoint | In_de_loop_van_de_nacht', 'weatherType | regenen']",In de loop van de nacht raakt het geheel bewolkt en gaat het vanuit het westen regenen.
['minimumTemperature | 6°C'],De minimumtemperatuur ligt rond 6°C.
"['locationArea | aan_de_kust', 'windAmount | matig', 'windDirection | west_tot_noordwestenwind']","De west tot noordwestenwind wordt matig, aan de kust (vrij) krachtig."
"['timePoint | Zondag_overdag', 'weatherFrequency | perioden', 'weatherType | regen']",Zondag overdag zijn er perioden met regen.
"['timePoint | In_de_loop_van_de_middag', 'weatherChange | weg', 'weatherType | regen']","In de loop van de middag trekt de meeste regen weg, maar volgen enkele buien."
['maximumTemperature | 9°C'],De maximumtemperatuur komt uit rond 9°C.
"['windAmount | matig_tot_vrij_krachtig', 'windChange | toe', 'windDirection | westelijke']",De westelijke wind neemt toe naar matig tot vrij krachtig.
"['locationArea | In_de_kustgebieden', 'locationArea | op_het_IJsselmeer']","In de kustgebieden en op het IJsselmeer wordt de wind krachtig tot hard, 6-7 Bft, in het noordwestelijk kustgebied mogelijk stormachtig, 8 Bft."
"['gustAmount | zware_windstoten', 'gustVelocity | 90', 'locationArea | in_het_noordwestelijk_kustgebied', 'timePoint | in_de_loop_van_de_middag', 'weatherOccurringChance | kans']",Hierbij is er in de loop van de middag met name in het noordwestelijk kustgebied kans op zware windstoten tot ca. 90 km/uur.
"['cloudAmount | enkele_wolkenvelden', 'locationArea | in_het_noorden', 'timePoint | Vanochtend', 'weatherArea | zeer_lokaal', 'weatherFrequency | perioden', 'weatherType | bui', 'weatherType | zon']","Vanochtend komt er in het noorden zeer lokaal een bui voor, verder zijn er perioden met zon en enkele wolkenvelden."
"['compassDirection | noordoost', 'compassDirection | zuidwest', 'locationArea | over_het_land', 'timePoint | Aan_het_einde_van_de_middag', 'timePoint | in_de_avond', 'weatherIntensity | enkele', 'weatherType | buien']",Aan het einde van de middag en in de avond trekken er enkele buien van zuidwest naar noordoost over het land.
"['gustAmount | windstoten', 'gustChange | meer', 'gustVelocity | 60-75', 'weatherArea | zeer_lokaal', 'weatherFrequency | kortdurend', 'weatherOccurringChance | kans', 'weatherType | onweer']","Hierbij is er kans op onweer en windstoten van 60-75 km/uur, zeer lokaal kortdurend meer."
"['locationArea | in_het_uiterste_zuidwesten', 'locationArea | noordoosten', 'locationArea | oosten', 'maximumTemperature | 22°C', 'maximumTemperature | 26°C', 'weatherArea | lokaal']",De maxima lopen uiteen van 22°C in het uiterste zuidwesten tot lokaal 26°C in het noordoosten en oosten.
"['windAmount | overwegend_matig', 'windDirection | zuid_tot_zuidoost']",De wind is zuid tot zuidoost en overwegend matig.
"['compassDirection | noordwaarts', 'compassDirection | zuiden', 'timePoint | In_de_nacht_naar_donderdag', 'weatherChange | weg', 'weatherType | buien', 'weatherType | klaart']",In de nacht naar donderdag trekken de buien noordwaarts weg en klaart het van het zuiden uit op.
['minimumTemperature | 10°C'],De minima liggen rond 10°C.
