input,output
"['finalScore | 6-0', 'hasLostTeam | Kansas_City_Royals', 'hasWonTeam | Twins', 'inningsPitched | seven', 'matchDate | Sunday', 'pitchResult | singles', 'pitchResultNumber | four', 'pitcherName | Scott_Baker', 'scoreNumber | shutout', 'standingsGames | half-game', 'teamName | White_Sox']","Scott Baker scattered four singles over seven shutout innings, pitching the Twins past the Kansas City Royals 6-0 on Sunday to preserve their half-game lead over the White Sox -- who pushed the season into an extra day by beating Cleveland."
"['matchDate | Monday', 'teamName | Detroit']","On Monday, Detroit visits Chicago for a makeup game."
"['matchDate | Tuesday', 'teamName | White_Sox', 'winLossRecord | 87-74']","If the White Sox (87-74) win, they'll host the Twins on Tuesday in a one-game playoff to determine the division title and the first-round opponent for Tampa Bay."
"['locationPlayed | Metrodome', 'teamName | Tigers', 'teamName | Twins']","The Twins were planning to gather at the Metrodome and become Tigers fans for a day, but they make it sound like it would be an agonizing afternoon."
"['competitionName | Central', 'teamName | Chicago']","At worst, Chicago wins, and it's up to them to win the Central once and for all without any help."
"['locationPlayed | Florida', 'teamName | Rays']","At best, they celebrate in an empty stadium and get ready to fly to Florida for the division series against the Rays."
"['teamName | Twins', 'teamName | White_Sox']",Twins manager Ron Gardenhire tried to put some lighthearted pressure on his White Sox colleague Ozzie Guillen after the game.
"['managerName | Gardenhire', 'teamName | Twins']","Gardenhire was then asked if the circumstances would dictate a more subdued celebration than when the Twins won titles in 2002, 2003, 2004 and 2006."
"[""batterName | Delmon_Young's"", ""batterName | Joe_Mauer's"", 'pitcherRecord | 11-4', 'runNumber | two-run', 'teamName | Minnesota', 'winLossRecord | 88-74']","Delmon Young's two-run single and Joe Mauer's two-run triple gave Baker (11-4) some extra insurance, and Jose Mijares and Nathan finished the final two innings to give Minnesota an 88-74 record -- far exceeding almost every forecast."
['batterName | Mauer'],As for Mauer?
"['batterHitsTries | 2-for-5', 'batterName | Dustin_Pedroia', 'battingAverage | .330', ""teamName | Boston's""]",He went 2-for-5 to keep his average at .330 and has a four-point lead over Boston's Dustin Pedroia.
"['batterHitsTries | 0-for-7', 'batterName | Mauer', 'competitionName | AL']","If there's a tiebreaker game, Mauer would have to go 0-for-7 or worse to lose what would be his second AL batting title in three seasons."
"['matchDate | earlier_in_the_week', 'teamName | Royals', 'winLossRecord | three-game_sweep']",Losses to the Royals the last two days took the luster out of an inspired three-game sweep of Chicago earlier in the week.
"['matchDate | Aug._22', 'teamName | Twins', 'winLossRecord | 14-20']",The Twins went 14-20 since Aug. 22.
"['matchDate | September', 'teamName | Royals', 'winLossRecord | 75-87']","The Royals finished 75-87, though, their best record since 2003 thanks to an 18-8 mark in September."
"['inningsPitched | six', 'numberOfStarts | seventh', 'pitcherName | Brandon_Duckworth', 'pitchesTotalThrown | 116', 'teamName | Royals']","Brandon Duckworth, brought up from the minors last month, made his seventh start for the Royals and needed 116 pitches to complete six innings."
"['inningsPitched | 202_1/3', 'pitcherName | Zack_Greinke']",They decided to rest Zack Greinke for the final week after he reached a career-most 202 1/3 innings.
"['ERA | 3.47', ""pitcherName | Greinke's"", 'pitcherRecord | 13-10', 'strikeOutNumber | 183', 'teamName | Kansas_City']","Greinke's performance this year, a 13-10 record, 3.47 ERA and 183 strikeouts, gave Kansas City good reason to be optimistic about the 2009 rotation with him and Gil Meche at the front."
"['RBI | double', 'batterName | Denard_Span', 'hitNumber | two', 'hitNumber | two', 'inningNumber | second', 'outNumber | two', 'pitchCount | full', 'pitcherName | Duckworth', 'pitcherRecord | 3-3', 'walkNumber | four']","Duckworth (3-3) walked four and hit two more, but he yielded only two hits -- one of them an RBI double by Denard Span with two outs and a full count in the second inning."
"['errorNumber | Two', 'hasScored | True', 'inningNumber | third', 'teamName | Twins']",Two errors gave the Twins another run in the third.
"[""matchDate | Sunday's"", 'teamName | Royals']","Despite Sunday's loss, this was a fun way for the Royals to finish the season -- having a hand in the pennant race even though they couldn't win it themselves."
"['batterName | Matt_Holliday', 'teamName | St._Louis_Cardinals']",ST. LOUIS -- The St. Louis Cardinals took off after the Matt Holliday trade.
"['RBI | 100', 'batterName | Holliday', 'finalScore | 11-6', 'hasLostTeam | Florida_Marlins', 'matchDate | Monday_night', 'pitcherName | Todd_Wellemeyer', 'runNumber | three', 'winLossType | victory']",Holliday drove in three runs to top 100 RBIs for the third time in his career and the bullpen rescued struggling Todd Wellemeyer in an 11-6 victory over the Florida Marlins on Monday night.
"['batterName | Albert_Pujols', 'batterName | Skip_Schumaker', 'hitNumber | three', 'hitNumber | two', 'inningNumber | fourth', 'pitchResult | go-ahead', 'runNumber | three-run', 'scoreNumber | three', 'strikingType | sacrifice_fly', 'walkNumber | a']","Albert Pujols had two hits plus the go-ahead sacrifice fly in a three-run fourth inning and Skip Schumaker had three hits, a walk and scored three times."
"['competitionName | NL_Central', 'gameNumber | 10', 'gameNumber | three-game', 'hitNumber | 17', 'teamName | Atlanta', 'teamName | Cardinals']","The Cardinals, who finished with 17 hits, bounced back from a three-game sweep by Atlanta and reduced their magic number for clinching the NL Central to 10."
"['batterName | Holliday', 'batterName | Ryan_Ludwick', 'inningNumber | first', 'pitchResult | singles', 'pitcherName | Ricky_Nolasco', 'pitcherRecord | 11-9', 'runNumber | four-run', 'runNumber | two-run', ""teamName | St._Louis'""]",Holliday and Ryan Ludwick had two-run singles off Ricky Nolasco (11-9) in a four-run first that matched St. Louis' season best for that inning.
"['RBI | double', ""batterName | Colby_Rasmus'"", 'batterName | Holliday', 'inningNumber | eighth', 'inningNumber | four', 'pitchResult | homer', 'pitcherName | Matt_Lindstrom', 'runNumber | four-run', 'runNumber | three-run', 'scoreTally | one-run_lead', 'strikeTrajectory | off_the_base_of_the_wall_in_left']",Holliday added an RBI double off the base of the wall in left in a four-run eighth capped by Colby Rasmus' three-run homer off Matt Lindstrom after the bullpen nursed a one-run lead for four innings.
"['RBI | 102', 'RBI | 48', 'batterName | Holliday', 'battingAverage | .371', 'gameNumber | 47', 'teamName | Cardinals', 'teamName | Oakland', 'winLossRecord | 33-14']","Holliday has 102 RBIs on the year and is batting .371 with a team-leading 48 RBIs in 47 games since being acquired from Oakland on July 24, launching the Cardinals on a 33-14 tear."
"['RBI | five', 'batterHitsTries | 7-for-11', 'gameNumber | three-game', 'hitNumber | 10', 'homeRunNumber | two', 'inningsPitched | five', 'pitcherName | Nolasco', 'runNumber | seven', 'startsNumber | five', 'winLossRecord | winning']","He is 7-for-11 with two homers and five RBIs against Nolasco, who gave up seven runs and 10 hits in five innings to end a three-game winning streak over five starts."
"['injuryType | shoulder_tendinitis', 'inningsPitched | three', 'pitcherName | John_Smoltz', 'pitcherName | Wellemeyer']","Wellemeyer had worked only three innings since Aug. 4 heading into a fill-in start for John Smoltz (shoulder tendinitis), and rust was evident."
"[""batterName | Chris_Coghlan's"", ""batterName | Nick_Johnson's"", 'homeRunNumber | eighth', 'inningNumber | fourth', 'inningNumber | second', 'pitchResult | homer', 'pitchResult | single', 'pitchResult | triple', 'runNumber | four', 'runNumber | third', 'runNumber | two-run', 'scoreTally | 6-4', 'teamName | Marlins']","The Marlins climbed back with single runs in the second and third and four in the fourth, tying it on Chris Coghlan's two-run triple and taking a 6-4 lead on Nick Johnson's eighth homer and first since Aug. 7."
"[""batterName | Julio_Lugo's"", 'batterName | Khalil_Greene', 'batterName | Schumaker', 'fielderPosition | pinch-hitter', 'inningNumber | fourth', 'outNumber | one-out', 'pitchResult | hits', 'pitchResult | singles', 'pitchResult | triple', 'pitchResultNumber | three', 'runNumber | two-run', 'teamName | Cardinals']","The Cardinals answered with three straight one-out hits in the bottom of the fourth, singles by pinch-hitter Khalil Greene and Schumaker ahead of Julio Lugo's two-run triple."
"['batterName | Pujols', 'scoreTally | lead', 'strikingType | sacrifice_fly']",Pujols followed with a sacrifice fly for the lead.
['pitcherRecord | Wellemeyer'],"Disregarding the numbers, Wellemeyer said this is the best he's felt all season."
['gameNumber | 13-game'],"A 13-game winner in 2008, he might not have a spot on the postseason roster."
"['fielderPosition | relievers', 'hitNumber | one', 'hitNumber | two', 'inningNumber | five', 'inningsPitched | 1_1/3', 'pitcherName | Blake_Hawksworth', 'pitcherRecord | 4-0', 'teamName | Marlins']",Blake Hawksworth (4-0) allowed one hit in 1 1/3 innings and was the first of five relievers who limited the Marlins to two hits over the final five innings.
"['batterName | Brendan_Ryan', 'batterName | Greene', 'batterName | Wellemeyer', 'fielderPosition | pinch-hitter', 'pitchResult | singles', 'pitchResultNumber | three', 'teamName | St._Louis']","The ninth spot in the St. Louis lineup had three singles, one each by Wellemeyer, Greene and pinch-hitter Brendan Ryan."
"['gameNumber | fifth', 'hasLostTeam | Colorado_Rockies', 'hasWonTeam | Arizona_Diamondbacks', 'winLossType | loss']","One strike away from their fifth straight loss, the Arizona Diamondbacks rallied to beat the Colorado Rockies."
"['baseNumber | first', 'batterName | Justin_Upton', 'batterName | Kelly_Johnson', 'finalScore | 4-3', 'hasLostTeam | Rockies', 'hasWonTeam | Diamondbacks', 'inningNumber | 10th', 'matchDate | Friday_night', 'outNumber | one', 'pitchResult | doubled']","Kelly Johnson doubled in Justin Upton from first base with one out in the 10th inning, and the Diamondbacks beat the Rockies 4-3 on Friday night."
"['inningNumber | ninth', 'scoreNumber | twice', 'scoreTally | 3-1', 'teamName | Diamondbacks']","Trailing 3-1 in the ninth inning, the Diamondbacks scored twice to force extra innings."
"['batterName | Chris_Young', 'batterName | Johnson']","Johnson singled, and Chris Young walked."
"['batterName | Miguel_Montero', 'fielderPosition | closer', 'pitchCount | 1-2', 'pitchResult | struck_out', 'pitcherName | Huston_Street', 'strikeOutNumber | two', 'teamName | Colorado']",Colorado closer Huston Street struck out the next two batters and then had Miguel Montero at a 1-2 count before he doubled to tie the game.
"['atBatNumber | 22', 'batterName | Montero', 'hitNumber | four', 'pitchResult | double']","Montero had been struggling, with just four hits in his previous 22 at-bats before his double."
"['fielderPosition | starter', 'hitNumber | six', 'inningsPitched | 6_1/3', 'pitcherName | Esmil_Rogers', 'pitcherName | Street', 'pitcherSaveRecord | fourth']","Street blew his fourth save of the season and spoiled a good performance from starter Esmil Rogers, who scattered six hits over a career-high 6 1/3 innings."
"['inningNumber | 10th', 'pitcherName | Aaron_Heilman', 'pitcherName | Joe_Beimel', 'pitcherRecord | 4-4']","Aaron Heilman (4-4) earned the win with a scoreless 10th inning, and Joe Beimel (1-2) took the loss."
"['batterName | Upton', 'inningNumber | 10th', 'outNumber | one', 'strikeTrajectory | gap_in_left-center']","With one out in the 10th, Upton singled and then Johnson followed with a double into the gap in left-center."
['batterName | Upton'],The speedy Upton easily beat the throw to the plate.
"['batterName | Upton', 'hitNumber | three']",Upton had three hits.
"['RBI | two', 'batterName | Dexter_Fowler', 'batterName | Troy_Tulowitzki', 'hitNumber | two', 'scoreNumber | twice']","Dexter Fowler had two hits, scored twice and drove in a run, and Troy Tulowitzki had two RBIs."
"['baseNumber | third', 'batterName | Eric_Young', 'fielderPosition | pitcher', ""pitcherName | Ian_Kennedy's"", 'runNumber | three', 'strikeTrajectory | infield', 'teamName | Diamondbacks', 'teamName | Rockies']","The Rockies scored the game's first three runs, the second after Eric Young beat out an infield hit and took third base when Diamondbacks pitcher Ian Kennedy's pickoff attempt bounced down the line for an error."
"['batterName | Fowler', 'batterName | Young', 'inningNumber | fourth', 'runNumber | two', 'teamName | Rockies']",Fowler doubled in Young and scored on Tulowitzki's double as the Rockies plated two runs in the fourth inning.
"['leftOnBase | 12', 'teamName | Colorado']","Colorado failed to put the game away, leaving 12 guys on base."
"['RBI | single', ""batterName | Adam_LaRoche's"", 'scoreTally | 3-1', 'teamName | Diamondbacks']",The Diamondbacks cut the deficit to 3-1 when Adam LaRoche's RBI single scored Upton.
"['gameNumber | first', ""pitcherName | Ben_Sheets'"", 'scoreNumber | shutout']",MILWAUKEE (AP) -- Ben Sheets' first shutout was so simple he thought it would take no time at all to earn another one.
"['finalScore | 7-0', 'hasLostTeam | San_Francisco_Giants', 'hasWonTeam | Milwaukee_Brewers', 'hitNumber | five', 'matchDate | Sunday', 'matchDate | weekend', 'pitcherName | Sheets', 'winLossType | beat', 'winLossType | sweep']",Sheets allowed five hits and the Milwaukee Brewers beat the San Francisco Giants 7-0 Sunday to finish off a sweep of the weekend series.
"['inningNumber | first', 'inningsPitched | first_five', 'pitchResult | striking_out', 'pitchResultNumber | side', 'pitchType | big_curveball', 'pitchType | fastball', 'pitcherName | Sheets', 'pitcherRecord | 1-0', 'pitchesTotalThrown | 11', 'strikeOutNumber | at_least_one']","Sheets (1-0) had his fastball and big curveball working right from the start, striking out the side in 11 pitches in the first inning and getting at least one strikeout in each of his first five innings."
['strikeOutNumber | eight'],He finished with eight Ks.
"['managerName | Ned_Yost', 'pitcherName | big_right-hander', 'teamName | Brewers']",Brewers manager Ned Yost joked about why his big right-hander was so effective.
"['battersFacedNumber | 10', 'fielderPosition | ace', 'inningsPitched | complete', 'matchStreakNumber | 14th', 'matchStreakNumber | second', 'pitchResult | retired', 'scoreNumber | shutout', 'teamName | Brewers']",The Brewers ace also retired the last 10 batters in his second career shutout and 14th complete game of his career.
"['hitNumber | five-hitter', 'matchDate | May_29,_2001', 'matchStreakNumber | first', 'scoreNumber | shutout', 'startsNumber | ninth', 'teamName | Cardinals']","His first shutout was also a five-hitter on May 29, 2001, against the Cardinals, his ninth career start."
['pitcherName | Sheets'],What does Sheets remember about that game?
"['fielderName | Henry_Blanco', 'fielderPosition | catcher']",The catcher then was Henry Blanco.
"['RBI | an', 'fielderName | Jason_Kendall', 'inningsPitched | complete', 'matchDate | last_summer', 'pitcherName | Sheets', 'scoreNumber | twice', 'teamName | Giants']","This time, Jason Kendall, who scored twice and had an RBI, was behind the plate for Sheets, who had his last complete game against the Giants last summer."
"['RBI | three', 'batterHitsTries | 3-for-5', 'batterName | Gabe_Kapler', 'batterName | Ryan_Braun', 'homeRunNumber | second', 'inningNumber | fifth', 'inningNumber | fourth', 'inningNumber | second', 'inningNumber | third', 'pitchResult | homered', 'pitchResult | scored', 'pitcherName | left-hander_Barry_Zito', 'teamName | Brewers', 'teamName | Giants']","Ryan Braun went 3-for-5 with three RBIs and both he and Gabe Kapler homered for the second time in as many days as the Brewers scored in the second, third, fourth and fifth innings off Giants left-hander Barry Zito."
"['pitcherName | 2002_AL_Cy_Young_Award_winner', 'teamName | Giants']","The 2002 AL Cy Young Award winner has never gotten on track since signing a $126 million, seven-year contract with the Giants before last season."
"['pitchResult | errors_that_led_to_runs', 'pitchResultNumber | two', 'pitchType | 87_mph', 'pitchType | fastball', 'pitcherName | Zito', 'pitcherRecord | 0-2', 'teamName | Milwaukee']","Zito (0-2) complained about the lack of velocity on his fastball in his opening start, and while he managed to throw it as hard as 87 mph against Milwaukee, he didn't get any help from his defense, which committed two errors that led to runs."
"[""batterName | Corey_Hart's"", 'batterName | Hart', ""batterName | J.J._Hardy's"", 'fielderName | Brian_Bocock', 'fielderPosition | shortstop', 'inningNumber | second', 'pitchResult | double', 'pitchResult | misplayed', 'pitchResult | scored', 'scoreTally | 1-0_lead', 'strikeTrajectory | off_the_wall', 'strikingType | grounder', 'teamName | Brewers']","In the second, shortstop Brian Bocock misplayed Corey Hart's grounder and Hart scored on J.J. Hardy's double off the wall to give the Brewers a 1-0 lead."
"[""batterName | Kapler's"", 'batterName | Kendall', ""fielderName | Jose_Castillo's"", 'fielderName | Rich_Aurilia', 'fielderPosition | third_baseman', 'pitchResult | gotten_on', 'pitchResult | scored', 'strikingType | sacrifice_fly', 'throwDirection | wide_of_first']","The next inning, Kapler's sacrifice fly scored Kendall, who had gotten on when third baseman Jose Castillo's throw pulled Rich Aurilia wide of first."
"['baseNumber | third', 'batterName | Kendall', ""batterName | Rickie_Weeks'"", 'pitchResult | advanced', 'pitchResult | single']",Kendall had advanced to third on Rickie Weeks' single.
"['batterName | Braun', 'batterName | Kapler', 'batterName | Kendall', 'inningNumber | fourth', 'pitchResult | solo_homers', 'scoreTally | 5-0', 'strikingType | sacrifice_fly', 'teamName | Brewers', 'teamName | Class_A_Greenville']","Kendall had a sacrifice fly of his own in the fourth, and the Brewers made it 5-0 the next inning with solo homers by Kapler, who was managing Class A Greenville last season, and Braun, the NL Rookie of the Year last season."
"[""batterName | Braun's"", 'earnedRunsNumber | -three', 'hitNumber | eight', 'pitcherName | Zito', 'runNumber | five']","Zito, who yelled in frustration after Braun's home run, was gone at the end of the inning after allowing five runs -three earned -- and eight hits."
"['batterName | Braun', 'inningNumber | eighth', 'inningNumber | seventh', 'pitchResult | RBIs']",Braun added RBIs in the seventh and eighth innings.
"['gameNumber | three', 'runNumber | eight', 'runNumber | four', 'teamName | Dodgers', 'teamName | Giants']",The banged-up Giants managed just eight runs in the series after scoring four in three games against the Dodgers.
"['ERA | 9.56', 'baseNumber | third', 'pitcherName | Sheets', 'pitchesTotalThrown | 109', 'teamName | San_Francisco']","San Francisco never got a runner to third and never figured out Sheets, who threw 109 pitches and hasn't allowed a run this season after a 9.56 ERA this spring training."
"['gameNumber | seven-game', 'teamName | Milwaukee_Brewers', 'winLossType | losing']",MILWAUKEE -- The end of a seven-game losing streak lifted the spirits of the Milwaukee Brewers.
"['competitionName | NL_Central', 'finalScore | 11-2', 'gameNumber | one-game', 'hasLostTeam | St._Louis_Cardinals', ""managerName | Ron_Roenicke's"", 'matchDate | Sunday']",An 11-2 win Sunday over the St. Louis Cardinals gave manager Ron Roenicke's team a one-game lead in the NL Central at the All-Star break.
"[""fielderName | Jean_Segura's"", 'fielderPosition | shortstop']",A team that has also had to cope with the death of shortstop Jean Segura's 9-month-old son now gets a breather for a few days.
"['batterName | Elian_Herrera', ""batterName | Segura's"", 'fielderName | Segura', 'hitNumber | five']","With Segura home on bereavement leave, Elian Herrera had a career-best five hits a day after being called up from the minors to take Segura's roster spot."
"['fielderPosition | starter', 'hitNumber | 19', 'inningNumber | seven-inning', 'pitcherName | Wily_Peralta']",The offense tied a season high with 19 hits to back a strong seven-inning outing by starter Wily Peralta.
"['batterName | Segura', 'pitcherName | Peralta']","Like Segura, Peralta is from the Dominican Republic."
"['batterName | Segura', 'managerName | Roenicke']","The pitcher was heading home for the break, and he was planning to text Roenicke to let him know how Segura was doing."
['teamName | Brewers'],"The morning started with the Brewers organization holding its annual Family Day outing, when players and coaches can bring their children to the ballpark."
['managerName | Roenicke'],"Players were smiling alongside their sons and daughters on a sunny afternoon, and Roenicke hoped the day would create a diversion from the team's roughest patch of the season."
"['catcherName | Jonathan_Lucroy', 'catcherName | catcher']",All-Star catcher Jonathan Lucroy said he thought the family time possibly helped the squad.
"['baseNumber | first', 'batterName | Kolten_Wong', 'pitchResult | singles', 'pitchResult | striking_out', 'pitchResultNumber | three', 'pitcherName | Peralta', 'runNumber | only']",Peralta allowed just three singles and gave up his only run after Kolten Wong reached first on a passed ball despite striking out.
"[""batterName | Matt_Adams'"", 'batterName | Wong', 'pitchResult | scored', 'strikingType | groundout']",Wong eventually scored on Matt Adams' groundout.
"['baseNumber | first', ""batterName | Jon_Jay's"", 'catchType | over-the-shoulder', 'fielderName | Khris_Davis', 'fielderPosition | left_fielder', 'inningNumber | fifth', 'onBaseNumber | a', 'onBaseNumber | a', 'pitcherName | Peralta', 'strikeTrajectory | warning_track', 'strikingType | fly']",Peralta got a defensive boost with a runner on base in the fifth when left fielder Khris Davis made an over-the-shoulder catch on Jon Jay's fly to the warning track with a man on first.
"['batterName | Davis', 'homeRunNumber | 15th', 'inningNumber | fifth', 'pitchResult | homer', 'scoreTally | 5-1']",Davis hit his team-high 15th homer in the bottom of the fifth for a 5-1 lead.
"['inningsPitched | four', 'pitcherName | Carlos_Martinez', 'pitcherRecord | 2-4', 'runNumber | four', 'teamName | Cardinals']","For the Cardinals, a frustrated Carlos Martinez (2-4) allowed four runs in four innings."
"['batterName | Carlos_Gomez', 'inningNumber | fourth', 'pitchResult | hitting', 'pitcherName | Martinez', 'startsNumber | seventh', 'walkNumber | three']","Making his seventh career start, Martinez gave up three walks and a balk while also hitting Carlos Gomez with a pitch in the fourth."
"['batterName | Gomez', ""batterName | Scooter_Gennett's"", 'outNumber | two-out', 'pitchResult | double', 'pitchResult | scored', 'runNumber | two-run', 'scoreTally | 4-1', 'strikeTrajectory | down_the_left-field_line']","Gomez then scored on Scooter Gennett's two-out, two-run double down the left-field line for a 4-1 lead."
"['fielderName | Matt_Holliday', 'fielderPosition | outfielder', 'pitcherName | Martinez', 'strikeTrajectory | tricky_carom_off_the_side_wall']",Martinez flicked his head back in frustration as he watched the ball take a tricky carom off the side wall on outfielder Matt Holliday.
"['inningNumber | An_inning_earlier', 'pitcherName | 22-year-old_pitcher', 'pitcherName | Martinez', 'strikingType | grounding_out', 'umpireName | Jeff_Nelson']","An inning earlier, Martinez tossed his bat behind his back in the direction of home plate after grounding out, leading umpire Jeff Nelson to raise his arms and stare at the 22-year-old pitcher for a few seconds."
"[""batterName | Herrera's"", 'inningNumber | sixth-inning', 'pitchResult | double', 'runNumber | three', 'scoreTally | 8-1', 'teamName | Cardinals', 'teamName | Milwaukee']",Milwaukee added three runs off the Cardinals bullpen to stretch the lead to 8-1 in a sixth-inning burst started by Herrera's double.
"['teamName | Brewers', 'teamStandings | first']",The Brewers are in first place at the All-Star break for just the fourth time in franchise history.
['pitcherName | Derek_Holland'],MINNEAPOLIS --  Derek Holland got back on track.
"['pitcherName | Pedro_Hernandez', ""teamName | Rangers'""]","Pedro Hernandez, though, stalled the Rangers' bats."
"['competitionName | major_league', 'finalScore | 7-2', 'hasLostTeam | Texas', ""hasWonTeam | Minnesota_Twins'"", 'inningsPitched | five', 'inningsPitched | seven', 'matchDate | Saturday', 'pitcherName | Hernandez', 'pitcherName | Holland', 'scoreNumber | scoreless', 'winLossType | win']","Holland pitched seven solid innings after a poor previous outing but the Minnesota Twins' Hernandez kept Texas scoreless for five innings in earning his first major league win, 7-2 Saturday."
"['inningsPitched | seven', 'pitcherName | Holland', 'runNumber | two', 'startsNumber | three']","Holland was outstanding in his first three starts, lasting at least seven innings and allowing no more than two runs in each."
"['earnedRunsNumber | six', 'hitNumber | six', 'inningsPitched | 5_2/3', 'locationPlayed | Anaheim', 'matchDate | Monday', 'walkNumber | four']","But Monday in Anaheim, he allowed six earned runs on six hits while walking four in 5 2/3 innings."
"[""teamName | Los_Angeles'""]","He felt as if he pitched well in that contest, but Los Angeles' hitters forced him into deep counts and took advantage of the free passes."
"['earnedRunsNumber | three', 'hitNumber | five', 'pitcherName | Holland', 'pitcherRecord | 1-2', 'runNumber | four']","This time, Holland (1-2) scattered five hits, and allowed four runs -- three earned."
"['pitchNumber | two', 'pitchResultNumber | four', 'pitchType | wild', 'scoreNumber | 1-2-3']","He had four 1-2-3 innings, but he also threw two wild pitches."
"['batterName | Willingham', 'gameNumber | nine', 'pitchResult | homer', 'runNumber | two-run', 'teamName | Texas', 'teamRecord | second', 'winLossType | loss']",Willingham hit a two-run homer to help hand Texas its second loss in nine games.
"['hitNumber | five', 'pitcherName | Hernandez', 'strikeOutNumber | three', 'walkNumber | one']",Hernandez allowed five hits walked one and struck out three.
"['batterName | Aaron_Hicks', 'competitionName | major_league', 'pitchResult | extra-base_hit']",Aaron Hicks got his first major league extra-base hit and made two big defensive plays.
"['gameNumber | four', 'hasLostTeam | Texas', 'hasWonTeam | Minnesota', 'pitcherName | Anthony_Swarzak', 'pitcherName | Brian_Duensing', 'pitcherName | Jared_Burton', 'scoreNumber | scoreless', 'teamRecord | first', 'winLossRecord | loss']","Anthony Swarzak, Brian Duensing and Jared Burton each work a scoreless inning of relief as Minnesota handed Texas its first loss in four games."
"['batterName | Hicks', 'batterName | Mitch_Moreland', 'pitchResult | double', 'pitcherName | Glen_Perkins', 'runNumber | two-run']",Glen Perkins gave up a two-run double to Mitch Moreland that Hicks lost in the sun.
"['fielderPosition | starter', 'pitcherName | Hernandez', 'pitcherRecord | 1-0', 'startsNumber | fourth', 'startsNumber | second', 'teamName | Twins']","With so many weather postponements reducing the need for a fifth starter, Hernandez (1-0) was making just his second start -- and fourth appearance -- for the Twins."
['matchDate | April_7'],His first start was April 7.
"['battersFacedNumber | nine', 'inningNumber | third-inning', 'pitchResult | retired', 'pitchResultNumber | eight', 'pitcherName | Hernandez']","After getting into a third-inning jam, Hernandez retired eight of the final nine hitters he faced."
"['baseNumber | second', 'baseNumber | third', 'batterName | Adrian_Beltre', 'batterName | Craig_Gentry', 'batterName | Ian_Kinsler', 'inningNumber | third', 'outNumber | one', 'pitchResult | double', 'pitchResult | out', 'pitchResult | out', 'strikeTrajectory | to_left_field', 'strikeTrajectory | to_the_shortstop', 'strikingType | flew', 'strikingType | ground-rule', 'strikingType | lined', 'teamName | Rangers']","A ground-rule double by Ian Kinsler gave the Rangers runners on second and third with one out in the third inning, but Craig Gentry lined out to the shortstop and Adrian Beltre flew out to left field to end the threat."
"[""batterName | Brian_Dozier's"", 'batterName | Hicks', 'fielderPosition | Moreland', 'inningNumber | third', 'pitchResult | reached', 'runNumber | first', 'strikingType | sacrifice_fly', 'teamName | Minnesota']",Minnesota scored the first run in the bottom half of the third when Hicks -- who reached on an error by Moreland -- scored on Brian Dozier's sacrifice fly.
"['batterName | Willingham', 'inningNumber | sixth', 'pitchResult | connected', 'scoreTally | 3-0']",Willingham connected in the sixth to make it 3-0.
"['batterName | A.J._Pierzynski', ""batterName | Hicks'"", 'catchType | diving_catch', 'inningNumber | eighth', 'inningNumber | fourth', 'pitchResult | double', 'pitchResult | extra-base_hit', 'pitchResultNumber | first', 'runNumber | three-run', 'runNumber | two-run', 'strikeTrajectory | in_left-center']","Hicks' first career extra-base hit, a two-run double, keyed a three-run eighth inning, but it was his diving catch in left-center to rob A.J. Pierzynski in the fourth that appeared to make him happier."
"['batterName | Nelson_Cruz', 'fielderName | Hicks', 'fielderPosition | center_fielder', 'inningNumber | second', 'pitchResult | double', 'pitchResult | single', 'pitchResult | threw_out', 'teamName | Twins']","Hicks, the Twins center fielder, also threw out Nelson Cruz trying to extend a single into a double in the second inning."
"['batterHitsTries | 2_for_21', 'batterName | Joe_Mauer', 'fielderName | Justin_Morneau', 'fielderPosition | first_base', 'gameNumber | six', 'gameNumber | third', 'hitNumber | hitless']","Joe Mauer, who started at first base for the first time this season in place of Justin Morneau, went hitless for the third straight game and is 2 for 21 in his past six games."
"['inningNumber | third', 'locationPlayed | Yankee_Stadium', 'pitcherName | Sonny_Gray']","NEW YORK --  Booed as he walked off the Yankee Stadium mound in the third inning, Sonny Gray smiled."
"['baseNumber | third', 'managerName | Phil_Nevin', 'teamName | New_York']","A few moments later, third base coach Phil Nevin screamed at players in the New York dugout."
"['competitionName | major_leagues', 'finalScore | 7-5', 'gameNumber | four-game', 'hasWonTeam | Baltimore_Orioles', 'locationPlayed | Fenway_Park', 'matchDate | Wednesday', 'teamName | Yankees', 'winLossType | defeat']","The Yankees headed to their four-game series at Fenway Park after perhaps their worst performance this season, a 7-5 defeat Wednesday to the Baltimore Orioles, who have the worst record in the major leagues."
"['competitionName | big_leagues', 'pitcherName | Alex_Cobb', 'winLossType | losses']","And to Alex Cobb, who leads the big leagues in losses ."
